ID,FROM_ID,To_ID,DURATION_H,DIST_KM,Municipalicty
2,Helsingborg,6696,0.720463889,55.59251,Ã–rkelljunga
2,Helsingborg,6726,0.581386111,48.43828,Ã–rkelljunga
2,Helsingborg,6817,0.523922222,44.50634,Ã–rkelljunga
2,Helsingborg,6849,0.663136111,57.50468,Ã–rkelljunga
2,Helsingborg,6859,0.61135,56.6278,Ã–rkelljunga
2,Helsingborg,6879,0.805897222,60.49384,Ã–rkelljunga
2,Helsingborg,7322,0.719269444,55.34663,Ã–rkelljunga
2,Helsingborg,7334,0.619294444,47.49506,Ã–rkelljunga
2,Helsingborg,7356,0.736111111,57.44998,Ã–rkelljunga
2,Helsingborg,7395,0.632744444,46.69922,Ã–rkelljunga
2,Helsingborg,7556,0.705216667,64.82696,Ã–rkelljunga
2,Helsingborg,7645,0.620425,57.62616,Ã–rkelljunga
2,Helsingborg,7745,0.801797222,69.11308,Ã–rkelljunga
2,Helsingborg,7908,0.677538889,51.23017,Ã–rkelljunga
2,Helsingborg,7959,0.8836,72.14844,Ã–rkelljunga
2,Helsingborg,7970,0.7349,66.26374,Ã–rkelljunga
2,Helsingborg,7997,0.774386111,68.23805,Ã–rkelljunga
2,Helsingborg,8037,0.818833333,62.06468,Ã–rkelljunga
2,Helsingborg,8069,0.775827778,68.39009,Ã–rkelljunga
2,Helsingborg,8138,0.857341667,71.30909,Ã–rkelljunga
2,Helsingborg,8234,0.884222222,72.71902,Ã–rkelljunga
2,Helsingborg,8247,0.478647222,40.04048,Ã–rkelljunga
2,Helsingborg,8274,0.771838889,67.65688,Ã–rkelljunga
2,Helsingborg,8492,0.805958333,68.31124,Ã–rkelljunga
2,Helsingborg,8546,0.716341667,58.814,Ã–rkelljunga
2,Helsingborg,8621,0.544772222,41.958,Ã–rkelljunga
2,Helsingborg,8691,0.601325,52.05668,Ã–rkelljunga
2,Helsingborg,8884,0.579230556,45.6125,Ã–rkelljunga
2,Helsingborg,8982,0.493502778,39.9585,Ã–rkelljunga
2,Helsingborg,8990,0.636169444,50.01241,Ã–rkelljunga
2,Helsingborg,9129,0.716258333,56.03137,Ã–rkelljunga
2,Helsingborg,9388,0.672511111,51.46023,Ã–rkelljunga
2,Helsingborg,9391,0.796702778,60.68104,Ã–rkelljunga
2,Helsingborg,9440,0.572019444,41.76857,Ã–rkelljunga
2,Helsingborg,9583,0.594236111,49.37246,Ã–rkelljunga
2,Helsingborg,9591,0.609097222,49.10884,Ã–rkelljunga
2,Helsingborg,9626,0.813855556,59.91811,Ã–rkelljunga
2,Helsingborg,9698,0.682461111,54.37982,Ã–rkelljunga
2,Helsingborg,9796,0.452830556,36.45598,Ã–rkelljunga
2,Helsingborg,9893,0.744197222,52.77547,Ã–rkelljunga
2,Helsingborg,9938,0.632225,45.40018,Ã–rkelljunga
2,Helsingborg,9985,0.697619444,55.29474,Ã–rkelljunga
2,Helsingborg,9999,0.790191667,68.35759,Ã–rkelljunga
2,Helsingborg,10075,0.838355556,70.58268,Ã–rkelljunga
2,Helsingborg,10130,0.758788889,59.47462,Ã–rkelljunga
2,Helsingborg,10152,0.760747222,58.13107,Ã–rkelljunga
2,Helsingborg,10200,0.822686111,60.11734,Ã–rkelljunga
